time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
319757671,-12,12,1001,-297,481,577,idle
319765693,-12,12,1001,-236,463,542,idle
319766226,-11,13,1002,-236,463,542,idle
319774246,-11,13,1002,-332,376,560,idle
319774779,-12,10,999,-332,376,560,idle
319782800,-10,12,1003,-315,306,656,idle
319791344,-11,12,1002,-271,376,726,idle
319799889,-11,10,1002,-306,358,831,idle
319808433,-13,6,1003,-332,323,1102,idle
319816977,-31,-40,1002,-218,490,3718,idle
319825521,-23,-10,994,-542,245,10123,idle
319834065,16,79,1008,-428,166,6693,idle
319842402,16,79,1008,-271,323,1566,idle
319842935,-10,19,1001,-271,323,1566,idle
319850956,-10,19,1001,-245,297,1198,idle
319851489,-11,12,1001,-245,297,1198,idle
319859510,-11,12,1001,-192,411,822,idle
319860043,-10,12,1003,-192,411,822,idle
319867441,-10,12,1003,-192,411,822,idle
319868072,-10,12,1003,-140,437,603,idle
319868606,-10,10,1002,-140,437,603,idle
319876625,-11,12,1003,-113,498,507,idle
319885169,-12,10,1002,-131,551,428,idle
319893712,-12,10,1000,-148,411,420,idle
319902257,-12,11,999,-192,323,437,idle
319910802,-12,11,1001,-218,332,455,idle
319919346,-12,11,1003,-201,332,463,idle
319927682,-12,11,1003,-140,341,507,idle
319928215,-11,12,1002,-140,341,507,idle
319936236,-11,12,1002,-175,376,507,idle
319936770,-10,11,1003,-175,376,507,idle
319944790,-10,11,1003,-218,455,455,idle
319945323,-10,11,1001,-218,455,455,idle
319953343,-10,11,1001,-271,385,420,idle
319953876,-11,12,1001,-271,385,420,idle
319961896,-12,13,1001,-288,315,376,idle
319968361,-12,13,1001,-288,315,376,idle
319970448,-12,12,1003,-288,271,411,idle
319978993,-12,11,1002,-306,271,437,idle
319987537,-12,11,1002,-297,280,463,idle
319996082,-11,11,1002,-262,253,455,idle
320004626,-11,11,1001,-253,350,455,idle
320013170,-11,12,1004,-253,376,393,idle
320021713,-12,11,1003,-245,446,367,idle
320030050,-12,11,1003,-192,428,393,idle
320030583,-11,11,1002,-192,428,393,idle
320038603,-11,11,1002,-192,411,350,idle
320039136,-11,11,1002,-192,411,350,idle
320047157,-11,11,1002,-148,455,367,idle
320047690,-12,11,1003,-148,455,367,idle
320055711,-12,11,1003,-166,481,358,idle
320056244,-13,11,1002,-166,481,358,idle
320064263,-12,11,1002,-210,428,367,idle
320069482,-12,11,1002,-210,428,367,idle
320072816,-12,11,1001,-227,385,385,idle
320081360,-12,11,1002,-297,385,376,idle
320089904,-12,10,1002,-280,367,385,idle
320098449,-12,11,1002,-271,367,402,idle
320106994,-11,11,1002,-262,385,402,idle
320115538,-11,11,1002,-280,411,385,idle
320123875,-11,11,1002,-227,428,332,idle
320124408,-11,11,1001,-227,428,332,idle
320132429,-11,11,1001,-288,393,332,idle
320132962,-11,11,1002,-288,393,332,idle
320140983,-11,11,1002,-175,358,323,idle
320141516,-11,10,1001,-175,358,323,idle
320149537,-11,10,1001,-210,350,315,idle
320150070,-11,11,1003,-210,350,315,idle
320158091,-11,11,1001,-166,297,306,idle
320166635,-11,11,1002,-192,350,271,idle
320170398,-11,11,1002,-192,350,271,idle
320175188,-11,11,1002,-131,358,297,idle
320183731,-12,10,1001,-148,402,323,idle
320192276,-11,11,1003,-131,367,367,idle
320200821,-11,12,1004,-148,402,341,idle
320209366,-12,12,1002,-201,472,350,idle
320217909,-12,11,1001,-218,428,393,idle
320226246,-12,11,1001,-210,437,350,idle
320226779,-11,12,1001,-210,437,350,idle
320234799,-11,12,1001,-271,385,385,idle
320235332,-12,11,1001,-271,385,385,idle
320243353,-12,11,1001,-262,376,385,idle
320243886,-12,11,1001,-262,376,385,idle
320251907,-12,11,1001,-271,358,341,idle
320252440,-11,11,1002,-271,358,341,idle
320260461,-11,11,1002,-253,358,350,idle
320260995,-12,11,1002,-253,358,350,idle
320269016,-11,11,1003,-253,358,358,idle
320271531,-11,11,1003,-253,358,358,idle
320277568,-11,11,1001,-201,402,350,idle
320286112,-11,11,1002,-175,393,358,idle
320294656,-11,11,1002,-201,420,367,idle
320303201,-11,10,1001,-218,393,393,idle
320311745,-10,12,1003,-192,472,376,idle
320320081,-10,12,1003,-227,481,358,idle
320320615,-10,12,1002,-227,481,358,idle
320328634,-10,12,1002,-262,498,358,idle
320329167,-11,12,1001,-262,498,358,idle
320337189,-11,12,1001,-262,463,393,idle
320337722,-11,12,1003,-262,463,393,idle
320345742,-11,12,1003,-280,481,376,idle
320346275,-12,10,1003,-280,481,376,idle
320354294,-12,10,1003,-315,516,358,idle
320354827,-12,11,1001,-315,516,358,idle
320362849,-12,11,1000,-306,490,350,idle
320371394,-13,12,1001,-341,367,367,idle
320372454,-13,12,1001,-341,367,367,idle
320379945,-11,12,1001,-332,402,358,idle
320388490,-12,11,1002,-323,297,385,idle
320397034,-10,10,1003,-280,358,341,idle
320405579,-12,12,1002,-280,341,341,idle
320414122,-12,12,1001,-245,341,280,idle
320422667,-11,8,1004,-218,393,297,idle
320431211,-11,10,999,-157,490,306,idle
320439547,-11,10,999,-175,437,271,idle
320440080,-11,10,1002,-175,437,271,idle
320448101,-11,10,1002,-148,446,332,idle
320448635,-12,12,1002,-148,446,332,idle
320456656,-12,12,1002,-131,393,306,idle
320457189,-12,11,1001,-131,393,306,idle
320465210,-12,11,1001,-140,376,262,idle
320465744,-11,11,1003,-140,376,262,idle
320473557,-11,11,1003,-140,376,262,idle
320473772,-11,12,1003,-218,341,245,idle
320482316,-10,12,1003,-148,367,157,idle
320490861,-10,11,1002,-236,332,192,idle
320499405,-11,10,1001,-183,385,253,idle
320507950,-10,10,1001,-201,385,341,idle
320516494,-11,12,1000,-210,516,385,idle
320525038,-12,11,1002,-157,577,402,idle
320533582,-12,11,1003,-175,463,350,idle
320542126,-12,10,1003,-183,402,332,idle
320550670,-12,12,1002,-210,376,385,idle
320559007,-12,12,1002,-166,393,358,idle
320559540,-10,11,1003,-166,393,358,idle
320567561,-10,11,1003,-157,455,376,idle
320568094,-12,11,1001,-157,455,376,idle
320574452,-12,11,1001,-157,455,376,idle
320576123,-12,11,1001,-183,297,367,idle
320576657,-12,12,1000,-183,297,367,idle
320584678,-12,12,1000,-218,306,323,idle
320585211,-13,11,1000,-218,306,323,idle
320593232,-13,11,1000,-253,367,315,idle
320593765,-11,12,1004,-253,367,315,idle
320601786,-12,11,1001,-236,341,315,idle
320610330,-11,12,1003,-245,385,315,idle
320618875,-11,10,1002,-227,420,350,idle
320627419,-12,13,1001,-227,463,358,idle
320635964,-12,11,1002,-192,446,358,idle
320644508,-11,9,1000,-201,446,393,idle
320653053,-12,12,1003,-175,420,393,idle
320661597,-11,12,1003,-166,376,367,idle
320670141,-11,11,1002,-218,358,358,idle
320675359,-11,11,1002,-218,358,358,idle
320678693,-11,12,1001,-236,341,367,idle
320687030,-11,12,1001,-271,358,376,idle
320687563,-12,11,1002,-271,358,376,idle
320695582,-12,11,1002,-227,376,358,idle
320696115,-11,12,1002,-227,376,358,idle
320704134,-11,12,1002,-236,420,358,idle
320704667,-11,11,1002,-236,420,358,idle
320712687,-11,11,1002,-218,472,376,idle
320713220,-10,11,1002,-218,472,376,idle
320721241,-10,11,1002,-245,437,385,idle
320721774,-10,11,1004,-245,437,385,idle
320729795,-10,11,1004,-245,411,376,idle
320730328,-12,11,1001,-245,411,376,idle
320738349,-12,11,1001,-227,455,385,idle
320746893,-12,11,1003,-297,402,376,idle
320755438,-13,11,1002,-262,393,358,idle
320763982,-11,11,1003,-306,297,350,idle
320772526,-11,10,1002,-306,341,376,idle
320776497,-11,10,1002,-306,341,376,idle
320781079,-12,12,1000,-201,393,358,idle
320789623,-11,12,1001,-245,437,385,idle
320798167,-12,11,1001,-253,402,385,idle
320806711,-11,10,1001,-218,393,385,idle
320815255,-12,12,1003,-236,402,393,idle
320823799,-12,11,1001,-271,385,411,idle
320832136,-12,11,1001,-227,385,411,idle
320832669,-12,11,1001,-227,385,411,idle
320840690,-12,11,1001,-218,323,376,idle
320841223,-11,11,1001,-218,323,376,idle
320849243,-11,11,1001,-236,341,367,idle
320849776,-11,10,1002,-236,341,367,idle
320857797,-11,10,1002,-245,376,376,idle
320858330,-11,11,1002,-245,376,376,idle
320866351,-11,11,1002,-271,402,376,idle
320866884,-11,10,1001,-271,402,376,idle
320874905,-11,10,1001,-253,376,358,idle
320875438,-11,10,1002,-253,376,358,idle
320877430,-11,10,1002,-253,376,358,idle
320883467,-11,12,1004,-166,393,385,idle
320892012,-12,11,1001,-192,420,411,idle
320900555,-12,10,1002,-245,350,358,idle
320909100,-12,11,1002,-210,341,376,idle
320917644,-11,11,1001,-227,385,385,idle
320926188,-12,12,1002,-210,376,358,idle
320934732,-12,11,1002,-192,332,341,idle
320943069,-12,11,1002,-175,385,367,idle
320943602,-12,10,1002,-175,385,367,idle
320951623,-12,10,1002,-210,350,385,idle
320952156,-12,11,1002,-210,350,385,idle
320960177,-12,11,1002,-175,393,367,idle
320960710,-11,11,1002,-175,393,367,idle
320968731,-11,11,1002,-166,455,341,idle
320969264,-12,12,1003,-166,455,341,idle
320977285,-12,12,1003,-157,446,367,idle
320977818,-11,11,1002,-157,446,367,idle
320978564,-11,11,1002,-157,446,367,idle
320985849,-12,11,1003,-157,420,341,idle
320994394,-12,12,1002,-166,332,323,idle
321002938,-11,12,1001,-227,393,350,idle
321011482,-11,12,999,-192,367,341,idle
321020026,-11,12,1002,-271,393,341,idle
321028570,-11,10,1002,-245,341,358,idle
321037114,-11,11,1003,-236,367,341,idle
321045659,-11,11,1003,-288,393,341,idle
321054203,-11,12,1002,-201,411,385,idle
321062539,-11,12,1002,-210,420,376,idle
321063073,-12,12,1002,-210,420,376,idle
321071093,-12,12,1002,-227,472,376,idle
321071627,-11,10,1001,-227,472,376,idle
321079440,-11,10,1001,-227,472,376,idle
321079655,-11,10,1001,-218,402,402,idle
321080189,-11,10,1001,-218,402,402,idle
321088208,-11,10,1001,-245,376,358,idle
321088741,-12,11,1001,-245,376,358,idle
321096763,-13,11,1000,-236,350,367,idle
321105307,-12,11,1002,-253,315,367,idle
321113851,-11,11,1003,-306,367,367,idle
321122396,-12,11,1003,-271,402,367,idle
321130939,-11,11,1002,-262,472,411,idle
321139483,-11,11,1001,-227,455,385,idle
321148028,-12,11,1001,-183,481,385,idle
321156572,-13,11,1001,-122,428,350,idle
321165116,-12,11,1002,-166,437,341,idle
321173452,-12,11,1002,-218,358,323,idle
321173985,-12,12,1001,-218,358,323,idle
321180552,-12,12,1001,-218,358,323,idle
321182015,-12,12,1001,-253,341,341,idle
321182548,-11,10,1003,-253,341,341,idle
321190567,-11,10,1003,-218,350,376,idle
321191100,-11,11,1002,-218,350,376,idle
321199121,-11,11,1002,-262,358,350,idle
321199654,-11,11,1002,-262,358,350,idle
321207673,-11,11,1002,-227,402,358,idle
321208206,-11,10,1001,-227,402,358,idle
321216226,-11,10,1001,-183,358,332,idle
321224771,-11,11,1003,-157,428,376,idle
321233315,-12,11,1002,-201,446,358,idle
321241860,-11,11,1001,-210,420,367,idle
321250404,-11,11,1003,-201,376,367,idle
321258948,-12,11,1002,-201,411,385,idle
321267492,-11,11,1002,-227,393,393,idle
321276036,-12,11,1002,-236,402,341,idle
321281462,-12,11,1002,-236,402,341,idle
321284381,-12,11,1002,-183,428,376,idle
321284914,-12,11,1001,-183,428,376,idle
321292935,-12,11,1001,-183,481,411,idle
321293468,-12,12,1001,-183,481,411,idle
321301489,-12,12,1001,-201,402,411,idle
321302022,-11,11,1002,-201,402,411,idle
321310043,-11,11,1002,-183,455,393,idle
321310577,-12,11,1002,-183,455,393,idle
321318598,-12,11,1002,-175,411,393,idle
321319131,-12,11,1002,-175,411,393,idle
321327152,-12,11,1002,-192,358,402,idle
321335696,-13,12,1004,-166,367,376,idle
321344240,-11,11,1002,-192,315,411,idle
321352785,-11,10,1002,-201,341,402,idle
321361329,-11,11,1002,-183,411,463,idle
321369874,-11,12,1002,-201,411,437,idle
321378418,-12,11,1000,-175,393,446,idle
321382390,-12,11,1000,-175,393,446,idle
321386971,-11,12,1002,-175,402,463,idle
321395515,-11,11,1002,-183,437,490,idle
321403852,-11,11,1002,-218,428,446,idle
321404385,-12,11,1001,-218,428,446,idle
321412405,-12,11,1001,-262,385,393,idle
321412938,-11,12,1002,-262,385,393,idle
321420958,-11,12,1002,-262,420,411,idle
321421491,-12,11,1002,-262,420,411,idle
321429511,-12,11,1002,-245,411,393,idle
321430044,-11,11,1001,-245,411,393,idle
321438065,-11,11,1001,-236,446,402,idle
321438598,-11,11,1003,-236,446,402,idle
321446617,-11,11,1003,-227,428,420,idle
321447151,-11,10,1001,-227,428,420,idle
321455172,-11,11,1003,-210,376,402,idle
321463716,-12,11,1001,-245,411,376,idle
321472261,-12,12,1002,-262,437,385,idle
321480806,-11,11,1000,-262,463,376,idle
321483529,-11,11,1000,-262,463,376,idle
321489358,-11,11,1002,-245,455,437,idle
321497903,-12,13,1002,-192,420,402,idle
321506447,-12,11,1001,-245,385,446,idle
321514992,-12,11,1002,-271,385,446,idle
321523535,-12,11,1003,-262,358,420,idle
321531871,-12,11,1003,-227,350,463,idle
321532404,-12,10,1002,-227,350,463,idle
321540425,-12,10,1002,-227,367,455,idle
321540958,-12,10,1002,-227,367,455,idle
321548980,-12,10,1002,-210,350,498,idle
321549513,-12,11,1001,-210,350,498,idle
321557533,-12,11,1001,-210,385,498,idle
321558066,-11,10,1003,-210,385,498,idle
321566086,-11,10,1003,-175,393,525,idle
321566619,-11,12,1003,-175,393,525,idle
321574641,-11,11,1001,-192,358,481,idle
321583185,-11,12,1002,-218,455,455,idle
321584453,-11,12,1002,-218,455,455,idle
321591736,-10,11,1002,-227,420,481,idle
321600281,-12,11,1001,-253,446,472,idle
321608826,-13,12,1001,-201,367,446,idle
321617370,-12,11,1000,-218,358,490,idle
321625914,-11,11,1002,-218,367,516,idle
321634459,-11,10,1001,-297,367,568,idle
321643003,-12,9,1001,-297,358,595,idle
321651339,-12,9,1001,-271,297,752,idle
321651873,-12,9,1002,-271,297,752,idle
321659890,-12,9,1002,-253,306,997,idle
321660423,-12,9,1003,-253,306,997,idle
321668445,-12,9,1003,-192,358,1198,idle
321668978,-12,10,1002,-192,358,1198,idle
321676999,-12,10,1002,-183,341,1408,idle
321677532,-12,7,1002,-183,341,1408,idle
321685551,-12,7,1002,-280,350,1820,idle
321686086,-11,10,1001,-280,350,1820,idle
321694103,-11,10,1001,-192,393,1435,idle
321694637,-9,17,1001,-192,393,1435,idle
321702658,-12,12,1001,-262,393,1102,idle
321711202,-12,9,1002,-227,315,1373,idle
321719746,-11,10,1003,-262,350,1627,idle
321728290,-24,-38,1005,-166,428,3097,idle
321736835,-39,-41,995,-210,280,10692,idle
321745380,-10,3,1005,-323,455,14542,idle
321753924,7,65,1003,-140,595,11357,idle
321762261,7,65,1003,-210,463,6641,idle
321762794,-2,39,1000,-210,463,6641,idle
321770813,-2,39,1000,-245,455,3578,idle
321771346,0,41,1001,-245,455,3578,idle
321779367,0,41,1001,-245,455,848,idle
321779900,-8,17,1002,-245,455,848,idle
321786466,-8,17,1002,-245,455,848,idle
321787929,-8,17,1002,-218,428,752,idle
321788462,-10,12,1003,-218,428,752,idle
321796482,-10,12,1003,-245,507,700,idle
321797015,-12,12,1003,-245,507,700,idle
321805036,-12,10,1000,-218,525,691,idle
321813580,-12,11,1001,-210,463,630,idle
321822124,-11,12,1002,-218,481,647,idle
321830669,-11,12,1001,-175,472,568,idle
321839213,-12,13,1003,-245,411,481,idle
321847757,-12,12,1002,-245,332,437,idle
321856301,-11,11,1002,-210,288,385,idle
321864846,-11,11,1003,-271,315,393,idle
321873183,-11,11,1003,-236,332,358,idle
321873717,-11,10,1001,-236,332,358,idle
321881737,-11,10,1001,-236,358,393,idle
321882270,-11,11,1001,-236,358,393,idle
321887379,-11,11,1001,-236,358,393,idle
321890297,-11,11,1001,-192,402,393,idle
321890830,-11,12,1002,-192,402,393,idle
321898851,-11,12,1002,-183,463,411,idle
321899385,-11,12,1003,-183,463,411,idle
321907405,-11,12,1003,-166,411,367,idle
321907938,-11,11,1004,-166,411,367,idle
321915959,-11,10,1001,-157,472,332,idle
321924503,-12,11,1002,-183,498,393,idle
321933047,-12,11,1002,-192,428,367,idle
321941592,-12,9,1000,-210,472,367,idle
321950136,-12,11,1001,-183,350,315,idle
321958681,-11,12,1002,-245,306,332,idle
321967225,-11,12,1001,-236,262,323,idle
321975769,-11,12,1002,-192,280,358,idle
321984313,-11,11,1001,-218,262,315,idle
321988492,-11,11,1001,-218,262,315,idle
321992658,-11,11,1001,-210,358,367,idle
321993191,-11,11,1003,-210,358,367,idle
322001213,-11,11,1003,-201,411,376,idle
322001746,-11,12,1001,-201,411,376,idle
322009767,-11,12,1001,-201,367,306,idle
322010300,-12,12,1001,-201,367,306,idle
322018321,-12,12,1001,-236,428,323,idle
322018854,-11,13,1002,-236,428,323,idle
322026875,-11,13,1002,-236,402,306,idle
322027408,-11,12,1002,-236,402,306,idle
322035430,-10,11,1002,-218,437,306,idle
322043975,-11,10,1001,-253,385,262,idle
322052519,-11,10,1000,-280,393,280,idle
322061064,-11,12,1003,-245,358,341,idle
322069608,-11,11,1003,-271,402,323,idle
322078152,-12,12,1002,-236,350,367,idle
322086697,-11,11,1002,-306,341,376,idle
322089420,-11,11,1002,-306,341,376,idle
322095249,-12,11,1000,-271,315,323,idle
322103586,-12,11,1000,-280,306,323,idle
322104119,-12,11,999,-280,306,323,idle
322112138,-12,11,999,-253,341,358,idle
322112671,-12,11,1003,-253,341,358,idle
322120692,-12,11,1003,-210,393,341,idle
322121225,-12,11,1003,-210,393,341,idle
322129245,-12,11,1003,-227,385,393,idle
322129778,-11,11,1002,-227,385,393,idle
322137799,-11,11,1002,-210,411,350,idle
322146344,-12,11,1001,-245,376,323,idle
322154889,-12,11,1000,-236,306,315,idle
322163433,-11,11,1001,-271,358,332,idle
322171978,-11,11,1000,-218,341,350,idle
322180523,-11,10,1004,-262,297,350,idle
322189067,-11,10,1003,-166,358,315,idle
322190542,-11,10,1003,-166,358,315,idle
322197619,-12,12,1002,-183,402,323,idle
322205955,-12,12,1002,-183,446,367,idle
322206488,-11,11,1002,-183,446,367,idle
322214509,-11,11,1002,-192,393,358,idle
322215042,-11,10,1001,-192,393,358,idle
322223060,-11,10,1001,-175,455,385,idle
322223594,-10,11,1001,-175,455,385,idle
322231614,-10,11,1001,-175,490,367,idle
322232147,-10,11,1002,-175,490,367,idle
322240165,-10,11,1002,-183,411,350,idle
322240698,-12,11,1001,-183,411,350,idle
322248718,-12,11,1001,-227,367,358,idle
322249251,-12,12,1002,-227,367,358,idle
322257272,-11,12,1001,-288,306,341,idle
322265817,-12,12,1002,-236,332,350,idle
322274361,-11,10,1001,-210,350,358,idle
322282905,-13,10,1000,-218,393,341,idle
322291449,-12,11,1001,-157,420,323,idle
322299994,-12,13,1004,-166,385,341,idle
322308538,-12,12,1002,-262,402,341,idle
322317083,-12,11,1001,-236,385,332,idle
322325419,-12,11,1001,-262,297,350,idle
322325952,-11,11,1000,-262,297,350,idle
322333974,-11,11,1000,-253,393,358,idle
322334507,-11,11,1001,-253,393,358,idle
322342527,-11,11,1001,-192,332,358,idle
322343060,-12,11,1002,-192,332,358,idle
322351080,-12,11,1002,-175,428,350,idle
322351613,-12,10,1003,-175,428,350,idle
322359633,-12,10,1003,-236,437,376,idle
322360166,-10,12,1002,-236,437,376,idle
322368187,-10,11,1002,-271,385,393,idle
322376731,-12,11,1000,-227,393,367,idle
322385276,-12,12,1001,-192,385,367,idle
322392366,-12,12,1001,-192,385,367,idle
322393829,-12,12,1000,-192,332,323,idle
322402373,-12,11,1002,-175,341,350,idle
322410918,-11,10,1003,-201,341,358,idle
322419462,-12,10,1002,-236,376,350,idle
322428007,-11,12,1003,-192,490,358,idle
322436344,-11,12,1003,-201,507,376,idle
322436877,-11,12,1003,-201,507,376,idle
322444898,-11,12,1003,-227,481,385,idle
322445431,-11,11,1000,-227,481,385,idle
322453451,-11,11,1000,-192,420,350,idle
322453984,-12,11,1000,-192,420,350,idle
322462004,-12,11,1000,-227,367,350,idle
322462537,-12,12,999,-227,367,350,idle
322470558,-12,12,999,-253,288,358,idle
322471091,-12,12,1002,-253,288,358,idle
322479112,-12,11,1000,-262,367,341,idle
322487657,-11,11,1003,-245,315,341,idle
322493499,-11,11,1003,-245,315,341,idle
322496209,-10,11,1003,-245,385,315,idle
322504753,-11,11,1002,-227,402,341,idle
322513297,-11,10,1001,-201,420,376,idle
322521842,-13,11,1000,-148,428,332,idle
322530178,-13,11,1000,-183,376,323,idle
322530711,-12,10,1001,-183,376,323,idle
322538731,-12,10,1001,-236,393,376,idle
322539264,-12,11,1002,-236,393,376,idle
322547285,-12,11,1002,-218,323,358,idle
322547818,-11,11,1002,-218,323,358,idle
322555838,-11,11,1002,-201,341,385,idle
322556371,-11,11,1001,-201,341,385,idle
322564393,-11,11,1001,-227,367,358,idle
322564926,-11,12,1002,-227,367,358,idle
322572945,-11,12,1003,-166,393,367,idle
322581489,-12,11,1001,-192,428,385,idle
322590034,-12,11,1002,-192,411,358,idle
322594420,-12,11,1002,-192,411,358,idle
322598586,-12,11,1001,-227,350,341,idle
322607130,-12,12,1000,-175,385,350,idle
322615674,-11,12,1001,-236,411,341,idle
322624218,-11,10,1002,-236,428,350,idle
322632554,-11,10,1002,-201,323,315,idle
322633087,-10,11,1003,-201,323,315,idle
322641108,-10,11,1003,-262,411,350,idle
322641641,-11,11,1004,-262,411,350,idle
322649660,-11,11,1004,-236,402,358,idle
322650193,-12,11,1001,-236,402,358,idle
322658212,-12,11,1001,-218,428,341,idle
322658746,-12,12,1001,-218,428,341,idle
322666767,-11,13,1001,-201,350,376,idle
322675311,-11,11,1002,-218,393,332,idle
322683856,-11,10,1001,-148,402,358,idle
322692401,-11,11,1001,-218,358,367,idle
322695540,-11,11,1001,-218,358,367,idle
322700954,-12,12,1002,-192,350,315,idle
322709498,-11,13,1003,-236,341,350,idle
322718043,-11,10,1001,-175,367,341,idle
322726379,-11,10,1001,-192,420,367,idle
322726912,-11,10,1001,-192,420,367,idle
322734933,-11,10,1001,-183,393,323,idle
322735466,-11,11,1001,-183,393,323,idle
322743487,-11,11,1001,-192,367,376,idle
322744020,-12,10,1001,-192,367,376,idle
322752042,-12,10,1001,-227,393,350,idle
322752575,-12,11,1003,-227,393,350,idle
322760596,-11,11,1002,-201,420,358,idle
322769140,-11,11,1002,-166,341,323,idle
322777684,-10,12,1002,-218,297,385,idle
322786228,-11,11,1001,-262,358,358,idle
322794773,-11,11,1001,-253,472,332,idle
322796456,-11,11,1001,-253,472,332,idle
322803325,-10,13,1002,-218,446,367,idle
322811661,-10,13,1002,-271,402,376,idle
322812194,-12,11,1001,-271,402,376,idle
322820214,-12,11,1001,-280,323,341,idle
322820747,-12,11,1003,-280,323,341,idle
322828767,-12,11,1003,-280,393,332,idle
322829300,-11,11,1002,-280,393,332,idle
322837320,-11,11,1002,-218,367,341,idle
322837853,-11,12,1002,-218,367,341,idle
322845874,-11,12,1002,-227,358,358,idle
322846407,-12,11,1002,-227,358,358,idle
322854429,-12,10,1001,-201,332,332,idle
322862973,-11,11,1002,-175,385,341,idle
322871517,-11,12,1002,-192,455,323,idle
322880062,-11,11,1001,-236,428,358,idle
322888606,-12,12,1002,-227,428,332,idle
322897151,-11,12,1001,-245,367,350,idle
322905488,-11,12,1001,-227,332,358,idle
322906021,-11,12,1002,-227,332,358,idle
322914040,-11,12,1002,-210,376,358,idle
322914574,-11,10,1003,-210,376,358,idle
322922595,-11,10,1003,-350,376,323,idle
322923128,-12,10,1001,-350,376,323,idle
322931149,-12,10,1001,-227,332,323,idle
322931682,-12,11,1002,-227,332,323,idle
322939703,-12,11,1002,-210,306,350,idle
322948247,-10,11,1001,-201,385,358,idle
322956791,-11,10,1001,-253,376,350,idle
322965335,-10,9,1001,-236,350,341,idle
322973879,-11,10,1002,-271,385,341,idle
322982424,-12,12,1002,-166,385,367,idle
322990968,-12,12,1002,-175,428,332,idle
322998473,-12,12,1002,-175,428,332,idle
322999312,-12,12,1002,-201,428,350,idle
322999846,-12,11,1003,-201,428,350,idle
323007867,-12,11,1003,-201,420,341,idle
323008400,-11,11,1001,-201,420,341,idle
323016421,-11,11,1001,-210,297,341,idle
323016954,-12,11,1000,-210,297,341,idle
323024976,-12,11,1000,-175,350,332,idle
323025509,-12,12,1002,-175,350,332,idle
323033528,-12,11,1001,-210,306,358,idle
323042073,-11,11,1001,-166,341,376,idle
323050617,-11,11,1002,-227,323,350,idle
323059161,-12,10,1001,-140,358,350,idle
323067705,-12,12,1002,-157,385,341,idle
323076250,-11,12,1001,-218,455,358,idle
323084794,-11,12,1000,-175,437,358,idle
323093337,-11,11,1001,-218,420,358,idle
323099387,-11,11,1001,-218,420,358,idle
323101681,-11,11,1001,-210,411,350,idle
323102214,-12,12,1001,-210,411,350,idle
323110235,-12,12,1001,-253,472,376,idle
323110768,-12,13,1002,-253,472,376,idle
323118787,-12,13,1002,-236,393,350,idle
323119320,-12,11,1002,-236,393,350,idle
323127341,-12,11,1002,-280,420,341,idle
323127875,-12,11,1001,-280,420,341,idle
323135896,-11,11,1002,-297,358,367,idle
323144441,-11,11,1001,-218,367,367,idle
323152985,-10,12,1002,-271,385,376,idle
323161530,-12,11,1004,-271,411,341,idle
323170074,-11,11,1002,-280,428,315,idle
323178619,-11,12,1000,-201,385,315,idle
323186955,-11,12,1000,-262,420,393,idle
323187488,-10,11,1001,-262,420,393,idle
323195509,-10,11,1001,-175,446,367,idle
323196042,-13,10,999,-175,446,367,idle
323200526,-13,10,999,-175,446,367,idle
323204068,-13,10,999,-183,428,341,idle
323204601,-12,11,1002,-183,428,341,idle
323212621,-12,11,1002,-157,402,367,idle
323213154,-12,12,1003,-157,402,367,idle
323221176,-11,11,1001,-175,350,323,idle
323229720,-11,10,1003,-236,385,358,idle
323238265,-10,10,1001,-218,350,358,idle
323246810,-12,11,999,-122,420,367,idle
323255354,-11,11,1001,-175,455,367,idle
323263898,-12,11,1001,-122,428,323,idle
323272442,-11,12,1002,-140,393,341,idle
323280778,-11,12,1002,-227,411,315,idle
323281311,-10,12,1003,-227,411,315,idle
323289331,-10,12,1003,-227,402,323,idle
323289864,-11,10,1000,-227,402,323,idle
323297885,-11,10,1000,-192,385,350,idle
323298418,-12,11,1001,-192,385,350,idle
323301447,-12,11,1001,-192,385,350,idle
323306445,-12,11,1001,-210,446,367,idle
323306978,-12,12,1000,-210,446,367,idle
323314999,-11,13,1001,-218,420,358,idle
323323542,-10,12,1004,-210,367,341,idle
323332086,-11,10,1002,-297,385,367,idle
323340631,-11,11,1001,-218,420,385,idle
323349175,-11,13,1001,-218,393,393,idle
323357720,-12,11,1000,-218,420,393,idle
323366265,-11,11,1002,-253,455,350,idle
323374602,-11,11,1002,-315,455,350,idle
323375135,-11,11,1003,-315,455,350,idle
323383154,-11,11,1003,-245,446,367,idle
323383688,-11,12,1003,-245,446,367,idle
323391707,-11,12,1003,-236,428,350,idle
323392240,-12,11,1001,-236,428,350,idle
323400262,-12,11,1001,-236,402,323,idle
323400795,-12,11,1002,-236,402,323,idle
323402371,-12,11,1002,-236,402,323,idle
323408824,-11,11,1000,-262,358,376,idle
323417368,-10,11,1002,-227,402,367,idle
323425913,-11,11,1002,-280,411,385,idle
323434457,-12,12,1002,-280,385,393,idle
323443001,-12,10,1000,-280,350,358,idle
323451545,-12,11,1002,-227,323,341,idle
323459881,-12,11,1002,-201,332,385,idle
323460414,-11,11,1002,-201,332,385,idle
323468435,-11,11,1002,-245,350,376,idle
323468968,-12,11,1002,-245,350,376,idle
